targets
"{""oprNum"":""9d2b8319-3e21-4264-8398-4d6c9b7f73a7"",""arr"":[{""position"":[215,868,372,884,258,1025,51,1007,216,722,369,735,252,868,45,853]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""1e4cdde3-4bb2-4b69-b418-c37d0d679428"",""arr"":[{""position"":[994,558,1103,558,1110,602,986,603,993,455,1103,454,1110,489,985,489]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""66bbb0c7-408d-4d28-ac77-31718a3e7149"",""arr"":[{""position"":[1350,527,1457,524,1501,575,1390,577,1350,435,1459,433,1502,472,1390,475]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""de3a612d-4a31-4f51-9991-d4e9b523dee3"",""arr"":[{""position"":[347,576,235,574,323,529,412,529,344,468,231,466,321,440,410,442]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""0cedf432-71ee-444d-a0d6-7ee1202e32a6"",""arr"":[{""position"":[454,623,580,624,528,698,393,700,454,505,577,506,523,571,388,571]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""6dde6ef5-e356-4a1f-a590-9d0fbab5212e"",""arr"":[{""position"":[245,507,152,505,242,481,341,483,242,403,150,400,240,383,340,385]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""0f30145b-8f3a-493a-b631-90acca0231c0"",""arr"":[{""position"":[704,623,839,623,828,688,680,688,702,495,838,494,828,542,679,543]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""d86bde09-4c7b-4ac9-a534-28c2225fcf29"",""arr"":[{""position"":[937,705,1079,705,1084,795,916,794,935,573,1079,572,1084,642,915,642]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""67ed4903-401e-4879-8588-54d518eed485"",""arr"":[{""position"":[1383,288,1272,288,1273,266,1402,264,1384,187,1273,188,1272,179,1404,178]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""addeb01e-3d6f-417d-bc48-9eab2c02524c"",""arr"":[{""position"":[575,438,498,437,544,416,615,416,573,369,497,369,542,356,613,357]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""064401af-6bd9-4087-bba9-ee44f7c059e5"",""arr"":[{""position"":[844,361,790,359,842,344,915,345,855,293,789,293,841,285,915,286]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""9afa6696-485e-4047-9677-fbc286817b80"",""arr"":[{""position"":[398,319,398,319,398,319,398,319,398,319,398,319,398,319,398,319]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""a084c0de-25e5-4eca-9352-d5c8d2948494"",""arr"":[{""position"":[672,348,617,346,659,333,730,334,672,265,616,263,657,269,730,271]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
