targets
"{""oprNum"":""faceaa5f-d1b1-4f31-b1ea-06a1de3a8c7e"",""arr"":[{""position"":[226,852,381,867,273,1008,74,994,225,712,377,721,268,852,67,839]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""0122e0ad-8483-46ef-9af5-f3ba2755a053"",""arr"":[{""position"":[304,606,190,602,284,546,380,549,301,486,185,485,281,452,378,454]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""745b38e7-dce1-4d42-a0f5-73d6c7ec2a98"",""arr"":[{""position"":[463,617,585,619,532,692,398,690,460,503,581,503,529,565,394,563]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""f9071c90-626d-4953-b3ea-c52239244a64"",""arr"":[{""position"":[996,543,1101,543,1108,580,987,581,995,443,1102,442,1107,472,986,473]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""7ba31cec-2084-4fe3-8717-8188d926e3f5"",""arr"":[{""position"":[217,521,113,519,203,493,305,494,213,410,111,407,202,391,305,393]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""f5d085f6-f3ec-440f-b9d3-f3fdc40000e6"",""arr"":[{""position"":[1337,512,1441,511,1481,557,1373,559,1337,422,1442,420,1481,456,1372,460]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""8e7ad0df-319d-4e9b-bdcb-10faa31fdd6a"",""arr"":[{""position"":[939,675,1077,675,1081,756,923,755,940,548,1078,548,1083,613,923,613]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""745ac797-84a1-40af-8124-4b85e21e1164"",""arr"":[{""position"":[702,617,837,617,830,678,682,678,701,487,835,486,828,537,682,534]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""897e0724-d79c-4a10-90e5-6d8f7624a90f"",""arr"":[{""position"":[556,452,476,452,522,426,593,427,554,379,474,380,521,364,591,364]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""5febec42-a654-4a42-9a3a-7ce643a153bd"",""arr"":[{""position"":[404,395,364,390,443,379,508,382,402,332,363,330,442,323,508,324]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""067cef55-f007-4ad8-bcbe-46cda9c5aafb"",""arr"":[{""position"":[845,364,786,363,832,353,904,353,847,298,785,298,833,292,904,293]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""02437f7b-439d-431c-84f6-0448459d514a"",""arr"":[{""position"":[1393,284,1307,284,1311,263,1426,261,1393,205,1306,206,1310,189,1425,188]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""784c2f94-c2c9-4806-9c1d-81aa0d4268a7"",""arr"":[{""position"":[189,483,92,481,192,469,245,470,187,390,92,389,191,379,244,381]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""e217d42f-6166-4b87-a901-2498bf574605"",""arr"":[{""position"":[650,355,595,350,663,337,730,340,654,287,594,284,662,281,729,283]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
