targets
"{""oprNum"":""7c9e7a9c-2559-4717-8163-f7f2fb42454a"",""arr"":[{""position"":[205,877,366,897,252,1034,44,1016,204,734,361,749,247,882,37,865]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""d2f07c5d-33e2-466a-8a1f-893154bbd053"",""arr"":[{""position"":[372,560,264,558,345,517,432,518,370,455,261,453,343,428,431,430]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""da41b89b-4647-43b5-9278-fe6a2d7b29b6"",""arr"":[{""position"":[1359,539,1469,535,1515,589,1403,592,1359,445,1470,443,1515,484,1402,487]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""1702ad38-5d7c-4ca7-b52f-a90d2c0a4dd6"",""arr"":[{""position"":[452,626,580,628,525,709,386,706,449,507,577,508,522,579,382,577]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""bcdb0f87-9bd4-49bb-8238-83aa90c021f7"",""arr"":[{""position"":[993,570,1106,570,1112,615,985,617,992,464,1106,462,1112,498,983,500]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""8a6d41b0-b283-4a84-a4b2-bda08081fcb1"",""arr"":[{""position"":[265,500,171,498,259,473,353,475,265,398,168,396,256,379,352,380]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""2b66a490-5cb0-4ec3-9e3e-56e64b8c035a"",""arr"":[{""position"":[931,732,1080,732,1083,821,910,821,930,594,1079,592,1082,662,909,663]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""31d6d8b6-41d8-4498-880a-909458e7b12f"",""arr"":[{""position"":[702,628,838,628,828,694,678,693,700,496,838,496,826,549,677,548]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""2b3bd304-c25f-4bea-87ff-709d89cc9832"",""arr"":[{""position"":[-22,711,-13,696,2,620,117,629,-26,593,-15,585,0,519,115,527]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""b5035dc7-e8ec-4fa5-b65e-86a1bd8caa5e"",""arr"":[{""position"":[1322,284,1291,284,1309,272,1394,272,1322,188,1290,188,1307,182,1395,181]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""e1cb6163-04ce-4ab4-acc2-77ee66e88358"",""arr"":[{""position"":[846,361,791,359,842,346,922,347,861,296,790,295,841,286,922,287]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""0f3ce5c0-df7a-4343-8bda-15b56dcc1df8"",""arr"":[{""position"":[411,318,411,318,411,318,411,318,411,318,411,318,411,318,411,318]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""63f37aa2-b2ac-4421-b8a4-bb6f7aad1100"",""arr"":[{""position"":[587,429,515,429,560,410,623,410,585,361,513,362,559,355,622,355]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""570cfa7a-2e70-4f73-80c9-011621dc3e28"",""arr"":[{""position"":[678,347,619,345,673,335,737,338,670,278,617,276,671,276,736,277]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
