targets
"{""oprNum"":""e180535e-da8f-4676-9196-a780163194b1"",""arr"":[{""position"":[228,846,383,859,279,1004,84,992,227,707,379,715,274,846,76,834]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""b5f1a0b3-78f4-4a46-8267-e9f14dc6b541"",""arr"":[{""position"":[288,615,173,612,270,555,371,557,284,496,168,493,267,459,369,460]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""ab20f52f-80f7-47ac-b8cb-333923f2d695"",""arr"":[{""position"":[1332,507,1436,505,1475,549,1367,551,1332,419,1436,417,1475,451,1368,454]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""de5bec70-f9c7-400f-b08a-6430f3814b50"",""arr"":[{""position"":[467,614,586,617,534,689,402,687,465,500,584,501,532,563,398,561]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""829d2148-876f-4530-b4a0-6c4151d25b4d"",""arr"":[{""position"":[997,537,1101,536,1107,573,988,573,996,438,1100,437,1107,467,987,467]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""84008ef5-8149-4f6b-9758-70c28f9a8519"",""arr"":[{""position"":[702,617,836,615,830,675,683,675,701,487,834,486,828,535,682,533]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""e7c10530-9dfb-4b09-b9ff-34a69c872586"",""arr"":[{""position"":[205,525,98,523,193,494,295,496,205,411,96,409,191,393,294,395]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""3c405eef-c526-4d5a-b5c6-ca0cf668585d"",""arr"":[{""position"":[942,668,1078,668,1081,742,925,742,940,542,1078,541,1081,601,924,601]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""9b9ea6d3-1a57-4b5f-991d-e9794518b867"",""arr"":[{""position"":[549,456,471,456,519,430,587,429,548,382,469,382,518,366,586,366]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""b92e3a22-7e52-4bdf-9d6f-47cf7f6e8557"",""arr"":[{""position"":[844,365,784,363,832,354,900,354,842,299,784,299,830,295,899,296]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""d1ecab66-2a36-4401-9c06-64e2c76f67ef"",""arr"":[{""position"":[394,397,369,389,452,382,507,387,392,333,367,332,452,325,506,328]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""f1ca126a-9eef-4c30-81be-1ba3159af8dc"",""arr"":[{""position"":[757,313,749,315,763,306,819,304,756,256,748,257,762,253,819,251]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
