targets
"{""oprNum"":""81184c79-2e41-42e5-bb9d-cfb4271ae83d"",""arr"":[{""position"":[219,866,374,880,260,1020,59,1003,219,720,370,732,253,867,52,850]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""96b0f066-f93a-471b-9ed2-3292c629bcc3"",""arr"":[{""position"":[995,556,1103,556,1110,599,986,601,993,453,1102,451,1109,485,983,487]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""4c15057e-1b73-4419-99fa-4dc8ce2e1653"",""arr"":[{""position"":[1349,525,1453,523,1495,571,1387,574,1349,433,1454,432,1495,470,1386,474]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""d78b5552-1cdc-4153-8a2f-6c5aaf89042a"",""arr"":[{""position"":[460,619,583,624,529,700,394,699,457,505,579,505,526,571,389,570]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""0a3612af-0083-41bc-8891-201f798cb77a"",""arr"":[{""position"":[340,581,228,579,318,530,409,531,337,470,224,469,315,442,407,443]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""561ca712-6f97-45f8-908c-dacf170f644c"",""arr"":[{""position"":[704,622,839,622,829,687,680,687,701,494,838,493,828,543,680,538]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""d5057490-37fb-4b1d-be47-5c1584f4e531"",""arr"":[{""position"":[241,509,144,507,238,483,336,486,241,404,141,402,235,388,334,390]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""d4ff22e5-e8a4-41a8-bd36-7b4802a2ed97"",""arr"":[{""position"":[940,700,1079,700,1083,789,918,788,938,568,1080,567,1084,636,916,634]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""e397ea6a-d3d1-4f79-bbdc-7886ea5bf0fc"",""arr"":[{""position"":[844,362,787,359,849,340,917,343,857,290,787,289,848,283,918,285]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""8be3e28a-f314-4c32-ae07-536b25535ec4"",""arr"":[{""position"":[571,439,495,438,541,418,612,419,571,369,493,369,540,358,610,358]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""f100be89-bddb-4e18-bd9e-fe2962306777"",""arr"":[{""position"":[1390,285,1289,284,1288,268,1408,267,1391,193,1289,193,1287,183,1409,184]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""d43ff502-d1d3-4230-be56-44c0686c8188"",""arr"":[{""position"":[404,322,404,322,404,322,404,322,404,322,404,322,404,322,404,322]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""0c82dc2c-5544-493d-909c-cac5a7246aa5"",""arr"":[{""position"":[660,351,612,347,655,336,725,338,659,272,611,270,654,273,725,275]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
