targets
"{""oprNum"":""5fa96b72-ae8d-4b2c-a312-f176934bbe8a"",""arr"":[{""position"":[212,869,371,887,258,1029,49,1011,214,723,368,736,251,874,43,855]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""7decf0e9-f026-4e66-994c-2fd4082a5077"",""arr"":[{""position"":[992,563,1105,561,1111,604,986,605,993,457,1105,456,1111,491,985,492]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""ae747354-4052-4f0e-9e67-76adf41bba93"",""arr"":[{""position"":[352,573,240,571,327,526,421,527,348,463,236,462,326,435,419,436]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""327cdd31-3324-4681-b1aa-8992ce44d7c3"",""arr"":[{""position"":[456,622,581,625,527,700,391,702,454,505,577,506,522,576,387,573]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""3e76321b-61a3-4b9b-89a6-a2bcfc76d4c9"",""arr"":[{""position"":[250,504,156,503,242,480,341,482,250,400,154,398,241,382,340,384]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""10c6cff7-6a82-4588-9238-480b9d94a6a9"",""arr"":[{""position"":[1354,530,1460,527,1503,577,1394,579,1354,438,1460,436,1503,475,1394,477]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""c935ff49-88f4-4451-a8f6-85518c978ea4"",""arr"":[{""position"":[935,716,1081,713,1082,799,915,799,934,582,1080,580,1083,645,914,647]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""a46bf6e3-644b-478f-a751-9823996ae819"",""arr"":[{""position"":[701,624,838,624,828,688,680,688,700,494,838,493,827,545,679,544]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""19f00aa1-0aec-48c5-b4b7-de9a5b8dc72f"",""arr"":[{""position"":[1343,285,1275,285,1290,268,1413,266,1344,185,1275,185,1289,182,1415,180]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""987ac654-6abc-4304-9323-cd008ae2ee71"",""arr"":[{""position"":[845,361,789,359,840,344,915,346,853,295,788,294,839,285,914,287]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""91848c64-e60b-4191-9445-4a4c74f56f77"",""arr"":[{""position"":[577,436,502,435,548,416,615,416,577,366,500,366,546,356,613,356]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""63249d17-bee9-43f9-99da-7c8436d6a57e"",""arr"":[{""position"":[424,384,469,384,523,384,542,386,423,324,467,323,523,322,541,320]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""7fdbf624-cd09-42e0-9adc-44c40d16ad87"",""arr"":[{""position"":[667,347,616,344,668,333,735,336,665,279,614,278,666,277,734,278]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
