targets
"{""oprNum"":""aeeeb4ab-1e4e-4674-b80f-2a40339ae5f2"",""arr"":[{""position"":[216,871,366,888,256,1030,45,1012,213,726,362,739,251,875,39,857]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""66506a48-b99f-4623-a2ce-64bb6f5995b8"",""arr"":[{""position"":[359,568,248,566,333,524,427,524,354,459,244,459,331,433,425,434]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""76dba4e8-45bd-424d-afea-8f1fe094846b"",""arr"":[{""position"":[993,565,1104,563,1112,608,986,609,992,460,1104,458,1110,494,985,494]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""3356f011-66d0-427d-bbb0-0f3b74f2dee2"",""arr"":[{""position"":[1356,533,1465,530,1510,580,1396,582,1356,439,1465,437,1510,477,1397,480]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""7b152281-a2b4-42b7-9a57-7d21f291001d"",""arr"":[{""position"":[254,503,162,500,249,478,346,479,253,398,160,397,248,381,345,383]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""a3cf00fd-e1d2-4c0c-aa0b-9cc6d248920c"",""arr"":[{""position"":[455,624,580,626,526,706,390,703,453,506,577,507,521,578,386,575]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""1e9b8fa2-77fd-4df8-9e92-008ab54d1165"",""arr"":[{""position"":[933,722,1081,722,1083,805,914,806,932,586,1081,585,1084,651,913,652]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""055c6c18-c02e-48d2-9f32-be74f3fbd5dc"",""arr"":[{""position"":[703,625,838,625,828,690,679,689,700,495,838,494,827,547,678,545]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""d669b24a-14c7-49bb-a3bb-d3425470024c"",""arr"":[{""position"":[1293,277,1303,277,1331,274,1394,275,1292,184,1302,184,1329,186,1395,185]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""48306d38-9352-4b25-87e5-ca80f911d169"",""arr"":[{""position"":[842,359,792,358,840,345,918,346,862,293,791,292,839,287,918,289]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""85e78db3-c639-427c-96c3-617d2f14a443"",""arr"":[{""position"":[412,319,412,319,412,319,412,319,412,319,412,319,412,319,412,319]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""a9c6c22a-6bfe-42ff-ad67-70bb10de6538"",""arr"":[{""position"":[-12,704,5,690,-16,625,103,635,-13,598,7,588,-15,524,104,533]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""5cdf014f-aa42-45ef-9110-99ea1e942124"",""arr"":[{""position"":[580,433,505,432,553,414,618,414,580,365,504,365,552,356,617,356]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""e800a4bc-2352-42b9-9f1d-0ddf33f357ef"",""arr"":[{""position"":[673,347,619,343,659,332,727,335,671,275,618,272,657,274,726,276]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
