targets
"{""oprNum"":""95d62c4f-b55c-4392-80a4-368324307dd6"",""arr"":[{""position"":[233,850,383,857,284,1002,84,992,228,704,378,711,275,845,77,833]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""c2909f2c-7b30-4a32-a7c2-bd7186111e53"",""arr"":[{""position"":[280,620,167,616,262,558,368,560,277,498,162,498,260,460,366,461]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""bac08394-237a-42e2-90a6-193b3e9ba512"",""arr"":[{""position"":[1331,503,1434,501,1470,545,1365,548,1331,416,1433,414,1469,449,1365,452]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""944ea143-cd18-4e8f-b9cf-76bf05d678f7"",""arr"":[{""position"":[469,613,588,616,537,688,403,685,465,500,585,501,533,560,399,559]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""ee812fde-543d-4111-ac63-61dbada955b5"",""arr"":[{""position"":[997,535,1100,535,1106,570,988,571,996,436,1101,435,1106,465,987,465]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""076483a8-a1bc-4e35-ba80-c932d03c329e"",""arr"":[{""position"":[702,615,836,613,830,673,684,674,701,486,834,485,828,534,683,531]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""1cb8b2fb-61ba-42a3-a3e4-3cc68f77dc98"",""arr"":[{""position"":[199,527,91,525,187,498,289,499,198,413,90,411,185,394,288,396]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""ab4d9a03-b4d0-43fc-a0b2-872c3a14b509"",""arr"":[{""position"":[943,662,1078,662,1081,739,927,739,942,539,1077,538,1080,597,925,597]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""2ecaad2c-cc41-4bc2-adcc-1c59848500a3"",""arr"":[{""position"":[545,459,469,459,514,430,586,431,543,384,466,384,512,364,584,365]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""306e758d-6c29-4e68-ad20-515f18bdb2f1"",""arr"":[{""position"":[844,365,783,364,831,353,897,354,845,299,783,299,832,297,896,297]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""cdcfaa39-6e47-4432-a914-ed419eea4db2"",""arr"":[{""position"":[638,358,576,354,640,342,710,345,647,294,575,291,638,287,709,289]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""f35cc0b7-261a-42eb-8a41-db06d26ca00d"",""arr"":[{""position"":[716,313,755,310,795,312,814,315,715,256,753,253,794,256,814,258]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""12bb23ec-2ef3-437c-9955-2305f27a0df7"",""arr"":[{""position"":[505,402,432,401,484,391,555,390,503,334,430,333,483,328,554,328]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""00a90261-3fcd-447a-8b76-936b1fa330a2"",""arr"":[{""position"":[360,328,360,328,360,328,360,328,360,328,360,328,360,328,360,328]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
