targets
"{""oprNum"":""e8efc07f-1fb9-4fc6-a0ef-3590c7aa3df6"",""arr"":[{""position"":[1039,816,1251,824,1292,1011,1041,1000,1054,668,1262,676,1305,834,1052,824]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""9bcf4f24-f3ac-47a5-962f-3130c2f54f29"",""arr"":[{""position"":[1386,829,1584,828,1704,999,1472,1002,1392,667,1597,666,1717,802,1482,804]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""1c299d97-39e2-4129-85c9-c943ba713d38"",""arr"":[{""position"":[1277,650,1438,650,1508,762,1332,762,1282,528,1445,529,1518,611,1338,609]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""b1198653-a479-458f-85cc-d65a32447cc4"",""arr"":[{""position"":[1297,437,1301,458,1002,447,1013,424,1300,327,1303,337,999,330,1015,318]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""9a700221-e6ca-4e61-84a4-393347c7758a"",""arr"":[{""position"":[1011,622,1180,626,1198,726,1005,722,1016,487,1185,490,1205,559,1008,555]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""870a2a6a-f867-4e2a-83cf-5cbf8aa2bc9a"",""arr"":[{""position"":[859,464,862,497,631,457,693,425,869,383,869,411,633,365,696,340]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""7e54571c-7861-42a8-a725-37012adb2370"",""arr"":[{""position"":[1596,401,1627,439,1464,445,1447,405,1599,340,1633,376,1463,364,1447,329]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""559c7410-5016-4511-ba1c-8691915762b7"",""arr"":[{""position"":[726,382,722,395,483,378,523,368,727,303,722,307,483,298,523,294]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""aa0e33b5-e60f-4e16-ae21-9381e1d3f5e7"",""arr"":[{""position"":[881,309,915,300,1077,312,1050,322,875,245,914,234,1074,244,1051,253]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""d96b580a-ff75-4cfe-af22-6ccfa165b2b5"",""arr"":[{""position"":[1030,352,1053,339,1237,354,1185,365,1028,268,1057,257,1235,274,1185,283]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""108a182f-2fb1-4753-b138-9143bc1b45e2"",""arr"":[{""position"":[1440,389,1463,380,1659,386,1625,397,1440,307,1468,299,1659,304,1626,312]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""f75d82da-cb33-4dcd-90d7-6647da71e888"",""arr"":[{""position"":[147,263,174,247,340,265,326,280,145,194,175,181,343,197,329,212]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""bec26859-b33f-4b6f-92ea-121d9e07f43b"",""arr"":[{""position"":[505,230,451,225,503,214,555,219,507,174,452,170,509,168,557,172]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""885ac6c5-ba28-4a7f-a9b3-3b485bb3151b"",""arr"":[{""position"":[830,255,755,252,800,226,859,228,819,183,755,180,800,169,860,171]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
"{""oprNum"":""052c3f43-a5fa-4156-a51b-7dc0a77b6ca3"",""arr"":[{""position"":[640,239,563,237,612,207,669,211,644,161,566,160,615,152,674,154]}],""imgType"":1,""imgSource"":"""",""desc"":""success"",""state"":0}"
